"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
260 2 2 NA NA 68 2 1 1 1 NA 84
261 2 2 1 1 NA 2 NA NA 1 1 62
261 3 1 NA NA 31 3 NA NA 1 1 62
261 4 2 1 1 20 3 NA NA 1 1 62
262 2 1 8 NA 29 2 1 2 1 1 33
262 3 1 NA 1 1 NA 1 2 1 1 33
263 2 1 1 5 18 3 2 2 1 5 38
263 3 1 NA 5 12 3 2 2 1 5 38
263 4 1 1 5 7 3 2 2 1 5 38
264 2 2 NA NA 70 2 1 1 NA NA 71
265 2 NA 1 1 NA 2 1 1 NA NA 29
266 2 2 2 1 NA 2 1 1 NA NA 58
266 3 1 2 1 35 3 1 1 NA NA 58
266 4 NA 2 1 NA 3 1 1 NA NA 58
267 2 1 NA 1 20 3 NA 2 2 1 41
267 3 2 2 1 18 3 NA 2 2 1 41
267 4 1 2 1 18 11 NA 2 2 1 41
268 2 NA 1 1 NA 2 1 2 1 1 48
268 3 1 NA 1 19 NA 1 2 1 1 48
269 2 1 1 1 45 2 1 2 1 1 43
270 2 2 1 1 40 2 1 1 NA 1 40
270 3 NA 1 NA 11 3 1 1 NA 1 40
270 4 2 1 NA NA 3 1 1 NA 1 40
271 2 1 2 1 49 3 NA 2 2 1 94
272 2 NA 1 1 53 2 1 2 1 1 50
272 3 2 1 1 21 3 1 2 1 1 50
272 4 1 NA NA 14 NA 1 2 1 1 50
272 5 NA 1 NA 12 3 1 2 1 1 50
272 6 NA 1 1 10 NA 1 2 1 1 50
273 2 1 1 NA 64 2 NA 2 8 2 61
274 2 NA 1 NA NA 2 1 1 1 NA 58
274 3 1 1 1 32 3 1 1 1 NA 58
274 4 NA 1 1 31 3 1 1 1 NA 58
274 5 1 1 1 8 8 1 1 1 NA 58
274 6 2 1 1 4 NA 1 1 1 NA 58
274 7 NA NA NA NA 13 1 1 1 NA 58
275 2 2 1 1 NA 2 NA 1 NA 1 50
276 2 1 1 2 32 NA NA NA NA 1 28
277 2 2 NA 1 64 2 NA 1 1 1 68
278 2 2 1 1 NA 2 NA NA 1 1 59
278 3 2 1 1 31 3 NA NA 1 1 59
279 2 NA NA 1 NA NA NA 1 1 NA 37
280 2 1 2 NA 50 NA 2 NA 1 1 47
281 2 NA 1 NA 54 2 1 NA 1 NA 61
281 3 2 1 NA 24 3 1 NA 1 NA 61
282 2 2 1 1 NA NA 1 1 NA NA 72
283 2 2 NA 2 NA 2 NA 1 7 NA 36
283 3 2 NA 2 14 3 NA 1 7 NA 36
283 4 NA 7 NA 9 3 NA 1 7 NA 36
283 5 1 7 2 5 3 NA 1 7 NA 36
283 6 1 7 2 40 11 NA 1 7 NA 36
283 7 2 NA 2 NA NA NA 1 7 NA 36
283 8 2 7 2 NA 11 NA 1 7 NA 36
284 2 2 1 NA 43 NA 2 2 1 1 47
285 2 1 NA 1 40 2 1 NA 6 1 37
285 3 1 6 1 5 3 1 NA 6 1 37
285 4 NA 6 1 1 3 1 NA 6 1 37
286 2 1 NA 1 29 12 2 2 1 1 29
287 2 NA 4 NA 11 NA 1 2 NA 1 55
288 2 2 1 1 63 2 1 NA NA 1 81
288 3 1 1 1 NA 3 1 NA NA 1 81
289 2 2 NA 1 NA 2 1 1 NA 1 59
289 3 1 NA 1 28 NA 1 1 NA 1 59
289 4 2 1 1 23 3 1 1 NA 1 59
290 2 2 6 1 26 3 NA 2 6 1 49
290 3 2 NA NA 24 3 NA 2 6 1 49
290 4 1 6 1 NA NA NA 2 6 1 49
290 5 1 NA 1 NA NA NA 2 6 1 49
290 6 2 6 NA 79 NA NA 2 6 1 49
291 2 NA 1 1 NA 2 NA 1 1 1 66
292 2 1 3 2 6 NA 2 1 NA 1 25
292 3 2 3 2 4 5 2 1 NA 1 25
292 4 2 3 2 22 12 2 1 NA 1 25
293 2 2 1 1 57 2 1 1 1 NA 57
293 3 NA 1 1 27 3 1 1 1 NA 57
294 2 1 1 1 NA 2 NA 2 NA 1 56
295 2 2 2 1 23 3 1 2 NA 1 66
296 2 NA 8 1 54 13 1 1 1 1 58
297 2 2 8 2 37 2 1 1 8 2 41
298 2 NA 1 1 NA 2 1 1 NA 1 61
298 3 NA NA NA 19 3 1 1 NA 1 61
299 2 NA NA 1 NA 2 NA 1 1 1 70
300 2 1 1 1 NA 2 1 2 1 1 65
301 2 NA 1 1 34 2 1 2 1 1 32
301 3 1 1 1 10 NA 1 2 1 1 32
301 4 1 1 NA 8 NA 1 2 1 1 32
302 2 2 1 NA 59 12 1 1 1 NA 55
303 2 NA 1 1 30 NA NA NA 1 1 35
303 3 1 1 NA 5 3 NA NA 1 1 35
303 4 2 NA 1 11 5 NA NA 1 1 35
304 2 NA 1 NA 59 2 1 NA 1 1 60
305 2 2 1 NA NA 2 1 1 NA 1 60
305 3 1 1 NA 19 3 1 1 NA 1 60
306 2 1 1 2 9 NA 2 2 1 NA 35
306 3 2 1 2 7 3 2 2 1 NA 35
306 4 1 NA NA 2 3 2 2 1 NA 35
307 2 NA 1 4 41 2 1 1 NA 4 41
307 3 NA 1 4 15 NA 1 1 NA 4 41
308 2 2 1 1 NA 2 1 1 1 1 35
308 3 NA 1 NA NA NA 1 1 1 1 35
309 2 2 1 NA 37 2 2 1 3 1 36
309 3 2 NA 1 11 3 2 1 3 1 36
309 4 NA 1 NA 9 NA 2 1 3 1 36
310 2 2 1 1 NA 2 2 NA 1 1 28
311 2 NA 1 NA 58 3 1 NA NA 1 92
311 3 1 1 1 17 8 1 NA NA 1 92
312 2 NA 1 NA 38 NA 2 2 NA 1 64
313 2 2 1 NA 82 NA 1 NA NA NA 87
314 2 2 NA 5 NA NA NA NA 3 2 60
315 2 2 1 1 13 3 NA 2 NA NA 36
316 2 2 1 NA NA 8 1 NA 1 NA 53
316 3 2 1 1 7 NA 1 NA 1 NA 53
317 2 1 NA 1 NA 12 NA 2 1 1 48
318 2 NA NA NA 6 3 NA NA 3 NA 30
318 3 2 NA 1 12 4 NA NA 3 NA 30
319 2 2 1 1 73 NA 1 1 1 NA 73
320 2 1 NA 1 57 13 NA 2 1 1 69
320 3 1 NA NA 57 13 NA 2 1 1 69
321 2 2 1 1 NA NA 1 1 NA 1 63
322 2 NA 1 NA 42 2 1 NA NA 2 43
322 3 2 1 NA 19 NA 1 NA NA 2 43
322 4 NA 1 2 17 3 1 NA NA 2 43
322 5 2 1 2 NA 3 1 NA NA 2 43
322 6 1 6 NA 11 3 1 NA NA 2 43
323 2 NA 1 1 51 2 1 NA 1 1 56
323 3 NA 1 1 18 NA 1 NA 1 1 56
323 4 2 1 1 17 3 1 NA 1 1 56
324 2 1 NA 1 44 2 NA NA NA 1 62
325 2 1 1 1 56 2 1 2 NA 1 49
325 3 1 1 1 NA NA 1 2 NA 1 49
325 4 NA NA 1 16 NA 1 2 NA 1 49
326 2 1 NA 1 37 12 2 1 NA 1 44
327 2 2 NA 1 41 NA 2 1 1 1 46
327 3 2 1 NA NA NA 2 1 1 1 46
328 2 2 1 NA 30 2 NA NA 1 1 31
328 3 1 1 1 NA NA NA NA 1 1 31
328 4 1 NA 1 3 NA NA NA 1 1 31
329 2 NA 2 1 64 2 NA 2 1 NA 57
330 2 NA 1 NA NA NA NA NA 1 1 83
331 2 1 1 NA 60 12 1 1 NA 1 55
332 2 2 NA 1 NA 6 1 2 NA 1 77
332 3 1 3 1 61 11 1 2 NA 1 77
332 4 1 3 NA 40 11 1 2 NA 1 77
332 5 1 3 NA NA 11 1 2 NA 1 77
332 6 1 3 NA 27 11 1 2 NA 1 77
332 7 2 NA 1 NA NA 1 2 NA 1 77
333 2 2 6 1 52 2 2 1 7 1 69
333 3 2 6 1 15 3 2 1 7 1 69
333 4 NA 8 1 NA 3 2 1 7 1 69
333 5 2 6 NA 28 NA 2 1 7 1 69
333 6 NA NA NA 19 5 2 1 7 1 69
333 7 2 6 NA 19 NA 2 1 7 1 69
333 8 1 8 NA 4 NA 2 1 7 1 69
334 2 1 2 NA 1 NA NA 2 2 1 21
335 2 NA NA 1 NA 2 NA 1 1 1 76
336 2 1 2 NA NA NA 2 NA 2 1 24
337 2 2 7 5 NA 8 NA 1 NA NA 72
337 3 2 7 5 4 11 NA 1 NA NA 72
338 2 2 1 1 32 NA NA NA 1 1 35
338 3 2 NA 1 7 3 NA NA 1 1 35
338 4 1 1 NA 5 3 NA NA 1 1 35
339 2 1 1 1 NA 2 1 2 1 1 50
340 2 2 1 1 NA 2 1 1 NA NA 62
341 2 2 1 1 NA 2 1 NA NA 1 87
342 2 2 1 1 NA NA 1 1 1 NA 75
343 2 2 1 1 37 2 1 1 NA 1 33
343 3 1 1 1 NA 3 1 1 NA 1 33
343 4 1 1 1 13 3 1 1 NA 1 33
343 5 1 NA 1 10 3 1 1 NA 1 33
343 6 1 NA 1 5 3 1 1 NA 1 33
344 2 1 2 1 21 NA 2 2 NA 1 37
344 3 NA 2 NA 15 3 2 2 NA 1 37
344 4 NA NA 1 9 3 2 2 NA 1 37
345 2 2 1 1 27 2 1 1 1 NA 26
346 2 2 1 1 NA 2 1 1 NA NA 56
347 2 1 2 NA 23 3 NA 1 2 NA 47
347 3 1 2 1 23 3 NA 1 2 NA 47
348 2 2 NA NA 24 2 2 1 NA 1 22
349 2 2 1 NA NA 2 2 NA 1 1 57
350 2 NA NA 1 NA 2 1 2 1 1 33
350 3 1 NA 1 NA NA 1 2 1 1 33
350 4 1 1 1 1 3 1 2 1 1 33
351 2 2 6 1 NA 2 1 NA 6 1 49
351 3 2 6 1 17 3 1 NA 6 1 49
351 4 NA 6 1 13 3 1 NA 6 1 49
351 5 NA 6 1 9 NA 1 NA 6 1 49
352 2 1 1 1 25 3 NA 1 NA 1 56
352 3 2 NA 1 16 3 NA 1 NA 1 56
353 2 NA 1 NA NA 2 NA NA NA 1 63
354 2 NA NA 1 NA 2 NA NA 1 2 56
355 2 NA NA 1 NA 2 1 NA 1 1 56
355 3 NA 1 1 18 NA 1 NA 1 1 56
356 2 1 1 NA 34 NA 2 2 8 3 33
357 2 1 2 1 13 3 NA 2 2 NA 29
357 3 1 NA 1 NA 3 NA 2 2 NA 29
357 4 2 NA NA 5 3 NA 2 2 NA 29
358 2 NA 1 1 66 NA 1 2 NA 1 64
358 3 1 1 1 18 NA 1 2 NA 1 64
359 2 1 8 1 16 3 NA 2 1 1 41
359 3 NA NA 1 NA NA NA 2 1 1 41
359 4 1 8 NA NA 3 NA 2 1 1 41
360 2 NA 1 1 50 2 2 1 NA 1 42
360 3 1 1 1 9 3 2 1 NA 1 42
360 4 1 1 1 NA 9 2 1 NA 1 42
361 2 1 1 1 NA 2 1 NA 1 NA 29
361 3 1 1 1 1 NA 1 NA 1 NA 29
362 2 2 NA 1 15 NA 2 2 1 1 49
363 2 NA NA 1 NA 5 2 1 NA 1 72
364 2 1 NA NA 26 3 1 NA 1 1 53
365 2 2 1 1 73 2 NA 1 1 1 74
366 2 1 NA NA NA 13 2 1 3 1 45
366 3 NA NA NA 33 13 2 1 3 1 45
366 4 NA 6 1 27 NA 2 1 3 1 45
367 2 1 NA 1 39 2 1 NA 1 1 42
367 3 2 1 1 14 3 1 NA 1 1 42
367 4 1 1 1 12 NA 1 NA 1 1 42
367 5 NA 1 1 7 NA 1 NA 1 1 42
367 6 NA 1 1 1 NA 1 NA 1 1 42
368 2 2 2 1 NA 2 1 NA 2 1 44
368 3 2 NA 1 24 NA 1 NA 2 1 44
368 4 2 2 1 2 8 1 NA 2 1 44
369 2 NA 1 1 60 2 1 NA 1 1 60
370 2 NA NA NA 39 NA 1 2 8 1 40
370 3 1 NA NA 5 3 1 2 8 1 40
370 4 2 NA 1 3 NA 1 2 8 1 40
371 2 NA 2 1 12 NA 1 NA 2 1 43
371 3 2 2 NA NA 12 1 NA 2 1 43
372 2 2 1 1 NA 2 1 1 1 1 43
372 3 2 1 1 15 NA 1 1 1 1 43
372 4 2 1 1 14 NA 1 1 1 1 43
372 5 2 1 NA 8 3 1 1 1 1 43
373 2 1 1 NA 63 NA 1 2 NA 1 60
374 2 NA 7 NA 7 NA NA 2 7 2 41
374 3 2 7 2 1 8 NA 2 7 2 41
374 4 1 NA 2 76 11 NA 2 7 2 41
375 2 2 NA 1 60 2 1 1 1 1 62
376 2 NA 1 1 51 2 1 2 8 1 49
376 3 NA 8 1 15 3 1 2 8 1 49
377 2 2 2 1 NA NA 2 2 NA 1 32
377 3 2 2 NA 11 3 2 2 NA 1 32
378 2 NA 8 1 57 NA 2 1 8 1 59
378 3 1 8 NA 24 NA 2 1 8 1 59
379 2 NA 1 1 64 2 1 NA 1 1 67
380 2 2 NA 1 NA NA 2 1 1 NA 40
381 2 NA 1 1 80 NA 1 2 NA NA 77
382 2 NA 1 1 29 2 1 1 1 NA 32
382 3 NA 1 NA 1 NA 1 1 1 NA 32
383 2 1 NA NA NA NA 1 2 NA NA 41
383 3 2 1 NA 15 NA 1 2 NA NA 41
383 4 2 1 1 6 3 1 2 NA NA 41
384 2 2 NA NA NA 2 1 1 6 NA 50
384 3 2 6 1 16 NA 1 1 6 NA 50
384 4 NA 6 1 15 NA 1 1 6 NA 50
384 5 1 6 1 11 3 1 1 6 NA 50
384 6 2 6 1 79 7 1 1 6 NA 50
385 2 2 NA NA 10 NA NA 2 2 1 47
385 3 2 2 NA 9 NA NA 2 2 1 47
385 4 2 2 NA 74 NA NA 2 2 1 47
386 2 NA 3 1 NA 2 1 2 NA 1 29
386 3 NA 3 NA 6 NA 1 2 NA 1 29
386 4 NA 3 1 NA 3 1 2 NA 1 29
387 2 1 1 NA NA NA NA 2 1 1 31
387 3 NA NA 1 8 3 NA 2 1 1 31
387 4 1 1 NA 7 NA NA 2 1 1 31
388 2 2 NA 1 35 12 2 2 1 NA 37
389 2 2 2 1 30 2 1 NA 2 1 49
390 2 2 6 1 40 NA 2 1 NA 1 51
390 3 NA 6 1 21 NA 2 1 NA 1 51
390 4 1 6 1 18 NA 2 1 NA 1 51
390 5 1 6 1 13 3 2 1 NA 1 51
390 6 2 NA NA 12 3 2 1 NA 1 51
390 7 2 6 1 4 NA 2 1 NA 1 51
390 8 NA NA NA 1 3 2 1 NA 1 51
391 2 2 1 1 43 2 1 1 1 NA 45
391 3 2 1 1 15 NA 1 1 1 NA 45
391 4 1 NA 1 13 NA 1 1 1 NA 45
392 2 2 NA NA NA 2 1 1 NA 1 53
392 3 NA NA 1 22 3 1 1 NA 1 53
393 2 NA 1 1 NA 2 1 NA NA 1 86
394 2 NA NA NA 60 2 1 1 1 1 55
395 2 NA 1 1 56 3 NA 2 1 1 89
396 2 1 2 NA NA 3 2 NA 1 3 30
396 3 1 2 3 4 NA 2 NA 1 3 30
397 2 2 2 NA 19 NA 2 1 2 1 52
398 2 2 1 NA 57 2 NA 1 1 1 53
399 2 NA NA NA 16 NA NA 1 2 1 45
399 3 2 2 1 NA NA NA 1 2 1 45
399 4 2 NA NA 9 3 NA 1 2 1 45
400 2 2 1 NA 25 NA 2 2 NA NA 46
400 3 NA 1 1 20 3 2 2 NA NA 46
401 2 1 1 1 80 2 NA NA 1 1 77
402 2 1 NA 1 11 3 1 2 1 1 46
403 2 1 NA 1 NA 2 NA 2 NA 1 66
404 2 2 1 1 NA 2 1 NA 1 NA 61
405 2 2 1 1 28 NA 1 1 NA 1 77
406 2 1 1 NA NA 2 NA NA 1 2 70
407 2 1 1 NA 6 3 2 1 1 1 39
408 2 NA 1 1 NA 2 1 NA NA 1 71
409 2 NA 1 NA NA 12 2 2 1 1 22
410 2 2 8 NA 17 3 1 2 NA 1 34
411 2 2 NA 1 4 3 NA 2 1 NA 23
411 3 1 NA 1 NA 3 NA 2 1 NA 23
412 2 2 1 NA 11 3 1 2 1 1 43
412 3 2 1 NA NA 11 1 2 1 1 43
413 2 1 1 2 50 3 1 2 NA 2 85
414 2 2 1 NA NA NA 2 1 1 1 30
415 2 1 NA NA 21 NA 1 2 2 1 66
416 2 2 NA NA 33 2 NA 1 1 1 36
416 3 2 1 1 5 3 NA 1 1 1 36
416 4 2 1 1 NA 3 NA 1 1 1 36
417 2 NA 1 1 30 2 1 1 1 1 32
417 3 NA 1 1 6 3 1 1 1 1 32
417 4 1 1 1 3 3 1 1 1 1 32
418 2 1 NA NA NA 2 1 NA 1 1 44
418 3 1 1 1 11 NA 1 NA 1 1 44
418 4 NA 1 1 7 3 1 NA 1 1 44
419 2 NA 2 1 35 2 1 2 NA 1 35
419 3 NA 2 NA NA 3 1 2 NA 1 35
419 4 1 NA NA 4 NA 1 2 NA 1 35
419 5 2 2 1 2 NA 1 2 NA 1 35
420 2 2 7 5 48 NA 1 1 NA 1 47
420 3 1 7 5 23 3 1 1 NA 1 47
420 4 2 7 5 19 3 1 1 NA 1 47
420 5 1 7 5 16 NA 1 1 NA 1 47
421 2 NA 1 1 NA 2 1 NA NA NA 58
422 2 1 1 2 23 3 2 2 1 2 39
422 3 1 1 2 21 3 2 2 1 2 39
422 4 NA 1 2 17 NA 2 2 1 2 39
422 5 2 NA 2 16 3 2 2 1 2 39
422 6 2 1 2 9 3 2 2 1 2 39
423 2 2 2 1 74 NA 1 1 2 1 71
424 2 2 1 1 NA 2 2 1 1 NA 27
424 3 2 NA 1 1 NA 2 1 1 NA 27
425 2 NA 1 1 NA 2 1 2 1 1 57
425 3 1 1 1 31 3 1 2 1 1 57
425 4 NA 1 1 19 3 1 2 1 1 57
425 5 2 1 NA 4 8 1 2 1 1 57
426 2 1 1 NA 54 NA NA 2 NA NA 64
427 2 1 1 1 NA 2 1 2 1 NA 49
427 3 NA 1 1 18 NA 1 2 1 NA 49
427 4 NA 1 NA 16 3 1 2 1 NA 49
428 2 2 NA NA 17 3 2 1 2 1 40
428 3 2 2 1 15 NA 2 1 2 1 40
428 4 2 2 NA 37 12 2 1 2 1 40
429 2 1 NA 4 64 2 1 NA 1 1 64
430 2 2 1 NA NA 2 1 1 NA 1 76
431 2 NA NA NA 60 2 1 NA NA NA 52
431 3 2 1 NA 24 3 1 NA NA NA 52
432 2 2 2 NA 57 2 1 1 2 1 58
433 2 1 1 NA NA 2 1 2 NA 1 61
434 2 2 1 NA NA 2 NA 1 1 NA 64
435 2 NA 1 1 78 2 NA 1 1 1 80
436 2 2 NA 1 52 2 1 1 NA 1 54
436 3 2 1 NA 24 3 1 1 NA 1 54
437 2 1 4 NA NA 12 2 1 NA NA 27
438 2 1 NA NA NA NA 1 NA 1 1 77
439 2 NA NA 1 NA 2 NA 1 1 NA 37
439 3 NA 1 1 8 NA NA 1 1 NA 37
439 4 NA 1 1 6 3 NA 1 1 NA 37
440 2 2 1 3 35 NA 2 1 1 5 36
440 3 1 1 1 NA 3 2 1 1 5 36
440 4 1 1 1 NA 3 2 1 1 5 36
441 2 2 1 NA NA 2 NA 1 NA 1 59
442 2 NA 1 NA 82 NA NA 1 NA 1 81
443 2 NA 1 1 NA 2 NA NA 1 1 73
444 2 1 4 1 40 NA NA 2 4 NA 41
444 3 2 NA 1 9 3 NA 2 4 NA 41
444 4 1 4 NA 6 3 NA 2 4 NA 41
445 2 NA 1 1 NA 2 NA NA NA 1 60
445 3 2 1 1 27 3 NA NA NA 1 60
446 2 NA NA 1 NA NA NA 1 8 1 41
446 3 NA 8 NA NA NA NA 1 8 1 41
446 4 2 8 1 3 3 NA 1 8 1 41
447 2 2 NA 2 NA 2 1 1 1 2 77
447 3 NA 1 2 30 3 1 1 1 2 77
448 2 1 2 1 29 3 2 2 2 NA 53
448 3 1 2 1 21 3 2 2 2 NA 53
448 4 2 NA 1 14 3 2 2 2 NA 53
448 5 2 NA 1 12 NA 2 2 2 NA 53
449 2 1 NA 1 49 12 1 2 1 1 50
450 2 2 1 1 NA NA 1 1 1 NA 43
450 3 1 1 1 19 NA 1 1 1 NA 43
451 2 1 1 1 45 12 NA 2 1 1 51
452 2 2 1 NA NA 2 1 NA NA 1 51
453 2 NA 1 1 34 2 2 1 1 NA 38
454 2 1 1 1 63 2 1 2 1 NA 61
454 3 NA NA 1 NA 7 1 2 1 NA 61
455 2 1 NA 2 54 2 NA 2 NA 2 47
456 2 2 NA NA NA 2 NA 1 NA 1 54
456 3 2 1 NA 25 3 NA 1 NA 1 54
456 4 2 1 1 NA 3 NA 1 NA 1 54
457 2 NA 2 1 17 NA 1 NA NA NA 45
457 3 1 NA 1 11 NA 1 NA NA NA 45
458 2 NA 1 4 NA 2 1 NA 1 4 46
458 3 NA 1 NA 17 3 1 NA 1 4 46
458 4 NA 1 4 14 NA 1 NA 1 4 46
459 2 1 1 2 11 3 2 NA 1 NA 36
459 3 1 NA 2 9 3 2 NA 1 NA 36
459 4 2 1 2 5 3 2 NA 1 NA 36
460 2 2 1 1 NA 2 1 NA NA 1 37
460 3 2 4 1 NA 4 1 NA NA 1 37
460 4 2 NA 1 3 4 1 NA NA 1 37
461 2 2 1 1 51 2 1 1 1 1 55
461 3 1 NA 1 22 NA 1 1 1 1 55
461 4 NA 1 1 18 3 1 1 1 1 55
462 2 NA NA 1 NA 2 2 1 6 1 38
462 3 NA 6 1 9 NA 2 1 6 1 38
462 4 1 6 1 NA 3 2 1 6 1 38
463 2 NA NA NA NA 2 1 NA 1 2 71
464 2 2 NA NA 49 2 NA 1 1 1 49
465 2 2 1 NA 49 NA 1 1 NA 1 50
465 3 1 NA NA 16 3 1 1 NA 1 50
465 4 1 NA NA NA NA 1 1 NA 1 50
466 2 1 1 1 27 12 NA 1 1 NA 32
467 2 2 NA NA 19 NA 1 2 1 2 43
468 2 2 1 1 62 NA NA 1 1 1 64
468 3 2 1 1 NA 3 NA 1 1 1 64
468 4 2 1 NA 9 NA NA 1 1 1 64
469 2 1 6 1 NA NA 1 2 1 NA 44
469 3 1 8 1 16 3 1 2 1 NA 44
469 4 NA 8 1 14 NA 1 2 1 NA 44
470 2 2 NA NA 82 NA 1 NA 1 1 83
470 3 1 1 1 56 3 1 NA 1 1 83
471 2 2 3 1 25 2 2 1 1 1 26
471 3 2 3 1 4 NA 2 1 1 1 26
471 4 1 3 1 1 3 2 1 1 1 26
472 2 NA NA 1 NA 2 1 1 NA 1 40
472 3 NA 1 NA NA 3 1 1 NA 1 40
472 4 2 1 1 12 3 1 1 NA 1 40
472 5 1 1 1 9 NA 1 1 NA 1 40
472 6 1 1 1 NA 3 1 1 NA 1 40
472 7 2 1 1 4 3 1 1 NA 1 40
473 2 NA NA 1 NA NA 1 NA 1 1 73
474 2 1 1 1 27 3 1 2 NA NA 48
475 2 2 1 5 NA 2 NA NA 1 2 56
475 3 2 1 NA 13 NA NA NA 1 2 56
475 4 NA 1 5 10 NA NA NA 1 2 56
476 2 1 1 1 NA 2 NA 2 1 1 60
477 2 1 NA NA NA NA 2 NA 2 NA 38
477 3 1 NA 1 13 3 2 NA 2 NA 38
477 4 NA 2 1 38 13 2 NA 2 NA 38
478 2 NA 1 1 NA 6 NA NA 1 1 32
478 3 1 1 1 18 6 NA NA 1 1 32
478 4 2 1 NA 14 NA NA NA 1 1 32
478 5 2 1 1 NA 7 NA NA 1 1 32
479 2 2 8 2 13 3 1 2 NA NA 36
479 3 2 8 2 7 3 1 2 NA NA 36
479 4 1 3 NA 34 NA 1 2 NA NA 36
480 2 2 NA 1 NA 2 NA 1 1 NA 56
481 2 2 1 1 5 3 2 2 1 1 40
481 3 1 1 1 NA 13 2 2 1 1 40
481 4 2 1 1 44 13 2 2 1 1 40
481 5 1 NA NA 19 NA 2 2 1 1 40
482 2 2 1 1 NA 2 NA 1 1 1 52
482 3 NA NA 1 22 3 NA 1 1 1 52
483 2 2 1 NA NA 2 NA NA NA 1 42
483 3 1 1 1 13 3 NA NA NA 1 42
483 4 2 1 1 10 3 NA NA NA 1 42
484 2 2 1 1 66 2 1 1 1 1 86
485 2 1 1 1 NA NA 1 2 NA NA 47
485 3 NA 1 1 NA 3 1 2 NA NA 47
485 4 NA 1 1 20 3 1 2 NA NA 47
486 2 2 1 1 72 2 NA 1 NA 1 72
487 2 2 NA 1 42 2 1 1 1 1 44
488 2 1 NA NA 66 2 NA 2 NA 1 64
489 2 2 1 NA 4 NA 1 1 1 1 29
489 3 1 NA 1 8 5 1 1 1 1 29
489 4 NA 1 1 29 12 1 1 1 1 29
490 2 1 2 1 NA 2 2 2 2 1 29
490 3 NA 2 1 6 3 2 2 2 1 29
491 2 2 NA 1 NA 2 1 1 1 1 53
491 3 2 1 1 16 NA 1 1 1 1 53
491 4 NA 1 1 14 NA 1 1 1 1 53
492 2 2 1 1 15 NA 1 2 1 NA 49
492 3 NA 1 NA 13 3 1 2 1 NA 49
493 2 1 1 1 64 2 1 2 4 1 53
494 2 2 1 1 NA 2 1 1 8 1 35
494 3 2 8 NA NA 3 1 1 8 1 35
495 2 1 1 5 33 NA 1 2 1 5 52
495 3 1 NA NA NA 3 1 2 1 5 52
495 4 2 1 5 NA 3 1 2 1 5 52
495 5 1 NA 5 27 3 1 2 1 5 52
495 6 NA NA 5 NA 3 1 2 1 5 52
496 2 1 1 NA 48 2 1 2 NA NA 49
497 2 NA NA NA NA 2 NA 1 NA 1 88
498 2 2 NA 1 NA NA 1 1 1 1 66
499 2 1 1 1 45 NA 1 NA 1 1 47
499 3 NA NA 1 14 3 1 NA 1 1 47
499 4 1 NA 1 23 5 1 NA 1 1 47
500 2 NA 1 NA NA 2 1 NA 1 1 74
501 2 NA 1 1 52 12 1 2 1 1 53
502 2 1 1 1 58 2 NA NA 1 1 60
503 2 NA NA NA 40 NA NA NA 1 1 37
503 3 1 1 1 9 3 NA NA 1 1 37
503 4 NA NA 1 7 3 NA NA 1 1 37
504 2 NA 1 1 48 12 NA 1 NA 1 19
504 3 1 NA 1 24 12 NA 1 NA 1 19
504 4 NA 1 1 NA NA NA 1 NA 1 19
504 5 NA 1 1 21 NA NA 1 NA 1 19
505 2 2 1 1 47 NA 1 NA 1 1 71
505 3 NA NA 1 NA NA 1 NA 1 1 71
506 2 2 8 1 NA NA NA 2 NA 1 44
506 3 2 8 1 8 3 NA 2 NA 1 44
507 2 2 1 NA 70 NA 1 1 1 1 75
507 3 1 1 NA 48 NA 1 1 1 1 75
508 2 1 1 1 NA 3 1 2 1 1 47
509 2 1 2 1 51 2 1 2 NA NA 55
510 2 2 2 1 NA 2 2 1 2 1 59
510 3 1 NA 1 NA 3 2 1 2 1 59
510 4 1 NA NA 19 NA 2 1 2 1 59
510 5 2 8 1 NA 12 2 1 2 1 59
511 2 2 1 1 52 2 1 1 1 1 52
511 3 2 NA 1 14 3 1 1 1 1 52
512 2 2 1 1 53 2 2 1 1 1 56
513 2 1 2 1 41 13 2 1 2 NA 47
514 2 2 NA NA NA 2 NA NA 1 NA 33
515 2 NA 1 1 NA 2 NA 1 1 1 71
516 2 2 1 1 NA NA NA NA 1 1 44
516 3 1 NA 1 13 3 NA NA 1 1 44
516 4 2 NA NA 6 3 NA NA 1 1 44
517 2 2 2 1 3 3 2 1 NA 1 35
517 3 2 2 NA 10 NA 2 1 NA 1 35
518 2 2 1 1 NA 2 1 1 1 1 74
519 2 NA 1 1 58 2 NA 1 1 1 63
520 2 NA NA 1 NA 2 1 1 1 1 72
521 2 1 1 1 32 12 NA NA NA 2 28
522 2 1 1 NA NA 2 1 NA 1 1 67
523 2 1 1 1 NA 2 1 2 1 1 66
524 2 2 1 1 41 NA 1 2 1 1 65
524 3 1 1 1 66 6 1 2 1 1 65
524 4 NA 1 NA 64 13 1 2 1 1 65
525 2 NA NA 1 61 2 NA 1 1 1 63
525 3 NA 1 1 29 NA NA 1 1 1 63
526 2 2 1 1 NA 2 1 NA NA 1 60
526 3 NA 1 1 6 NA 1 NA NA 1 60
527 2 2 1 2 NA 2 NA 1 1 1 57
527 3 NA NA NA 29 NA NA 1 1 1 57
